Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order Month,Order Year,Ship Month,Ship Year,Total_Sales_Per_Customer,Customer_Value,Delivery_Time
CA-2018-149489,4/24/2018,4/27/2018,First Class,DK-12835,Damala Kotsonis,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,4,2018,4,2018,3256.48,Medium Value,3
CA-2018-149489,4/24/2018,4/27/2018,First Class,DK-12835,Damala Kotsonis,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,4,2018,4,2018,3256.48,Medium Value,3
CA-2018-149489,4/24/2018,4/27/2018,First Class,DK-12835,Damala Kotsonis,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,4,2018,4,2018,3256.48,Medium Value,3
CA-2018-143798,12/10/2018,12/12/2018,First Class,AW-10840,Anthony Witt,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,12,2018,12,2018,649.376,Low Value,2
CA-2018-143798,12/10/2018,12/12/2018,First Class,AW-10840,Anthony Witt,Consumer,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,12,2018,12,2018,649.376,Low Value,2
CA-2015-142839,8/16/2015,8/20/2015,Standard Class,TS-21610,Troy Staebel,Consumer,Philadelphia,Pennsylvania,19143,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,8,2015,8,2015,2820.424,Medium Value,4
CA-2018-129833,12/9/2018,12/15/2018,Standard Class,HF-14995,Herbert Flentye,Consumer,Indianapolis,Indiana,46203,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,12,2018,12,2018,2533.164,Medium Value,6
CA-2018-129833,12/9/2018,12/15/2018,Standard Class,HF-14995,Herbert Flentye,Consumer,Indianapolis,Indiana,46203,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,10.4,12,2018,12,2018,2533.164,Medium Value,6
US-2017-154361,3/14/2017,3/19/2017,Standard Class,HZ-14950,Henia Zydlo,Consumer,Columbus,Ohio,43229,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,3,2017,3,2017,886.52,Low Value,5
US-2017-158708,6/26/2017,6/29/2017,Second Class,AB-10255,Alejandro Ballentine,Home Office,Plano,Texas,75023,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,6,2017,6,2017,914.532,Low Value,3
CA-2016-156335,9/25/2016,9/28/2016,Second Class,PO-19195,Phillina Ober,Home Office,Bayonne,New Jersey,7002,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,9,2016,9,2016,1056.858,Medium Value,3
CA-2016-156335,9/25/2016,9/28/2016,Second Class,PO-19195,Phillina Ober,Home Office,Bayonne,New Jersey,7002,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,9,2016,9,2016,1056.858,Medium Value,3
CA-2016-156335,9/25/2016,9/28/2016,Second Class,PO-19195,Phillina Ober,Home Office,Bayonne,New Jersey,7002,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,9,2016,9,2016,1056.858,Medium Value,3
CA-2016-148376,12/27/2016,12/31/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,Los Angeles,California,90008,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,12,2016,12,2016,4510.797,Medium Value,4
CA-2016-148376,12/27/2016,12/31/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,Los Angeles,California,90008,West,OFF-LA-10002381,Office Supplies,Labels,Avery 497,21.56,12,2016,12,2016,4510.797,Medium Value,4
CA-2015-135657,6/3/2015,6/7/2015,Second Class,SC-20725,Steven Cartwright,Consumer,Seattle,Washington,98115,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,6,2015,6,2015,5226.21,High Value,4
CA-2016-114069,7/13/2016,7/15/2016,Second Class,ND-18370,Natalie DeCherney,Consumer,New York City,New York,10035,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,7,2016,7,2016,4326.139,Medium Value,2
CA-2016-114069,7/13/2016,7/15/2016,Second Class,ND-18370,Natalie DeCherney,Consumer,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,7,2016,7,2016,4326.139,Medium Value,2
CA-2016-114069,7/13/2016,7/15/2016,Second Class,ND-18370,Natalie DeCherney,Consumer,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.96,7,2016,7,2016,4326.139,Medium Value,2
CA-2015-139857,2/2/2015,2/6/2015,Standard Class,CD-12790,Cynthia Delaney,Home Office,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,2,2015,2,2015,1860.732,Medium Value,4
CA-2017-106306,3/8/2017,3/8/2017,Same Day,PG-18820,Patrick Gardner,Consumer,Glendale,Arizona,85301,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,2017,3,2017,3086.907,Medium Value,0
CA-2016-100545,11/22/2016,11/26/2016,Standard Class,IM-15070,Irene Maddox,Consumer,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,11,2016,11,2016,4930.474,Medium Value,4
CA-2018-123491,10/30/2018,11/5/2018,Standard Class,JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,10,2018,11,2018,4262.292,Medium Value,6
CA-2018-123491,10/30/2018,11/5/2018,Standard Class,JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,10,2018,11,2018,4262.292,Medium Value,6
CA-2018-123491,10/30/2018,11/5/2018,Standard Class,JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,10,2018,11,2018,4262.292,Medium Value,6
CA-2018-123491,10/30/2018,11/5/2018,Standard Class,JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,10,2018,11,2018,4262.292,Medium Value,6
CA-2018-123491,10/30/2018,11/5/2018,Standard Class,JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,10,2018,11,2018,4262.292,Medium Value,6
CA-2018-123491,10/30/2018,11/5/2018,Standard Class,JK-15205,Jamie Kunitz,Consumer,San Francisco,California,94122,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,10,2018,11,2018,4262.292,Medium Value,6
CA-2016-145401,1/30/2016,2/4/2016,Standard Class,JP-15520,Jeremy Pistek,Consumer,Houston,Texas,77070,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,1,2016,2,2016,3635.594,Medium Value,5
US-2018-124968,9/8/2018,9/13/2018,Second Class,MM-18055,Michelle Moray,Consumer,Chicago,Illinois,60610,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,9,2018,9,2018,2749.881,Medium Value,5
CA-2018-104003,10/7/2018,10/13/2018,Standard Class,DC-13285,Debra Catini,Consumer,San Francisco,California,94110,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,10,2018,10,2018,1174.618,Medium Value,6
CA-2017-154788,4/30/2017,5/4/2017,Standard Class,JL-15835,John Lee,Consumer,New York City,New York,10011,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,4,2017,5,2017,9576.343,High Value,4
CA-2017-169943,5/19/2017,5/24/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,10011,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,2017,5,2017,1459.344,Medium Value,5
CA-2017-169943,5/19/2017,5/24/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,10011,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,2017,5,2017,1459.344,Medium Value,5
CA-2017-169943,5/19/2017,5/24/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,10011,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,5,2017,5,2017,1459.344,Medium Value,5
CA-2017-169943,5/19/2017,5/24/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,5,2017,5,2017,1459.344,Medium Value,5
CA-2017-169943,5/19/2017,5/24/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,5,2017,5,2017,1459.344,Medium Value,5
US-2016-123218,12/20/2016,12/25/2016,Standard Class,KD-16345,Katherine Ducich,Consumer,Chicago,Illinois,60623,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984,12,2016,12,2016,1888.964,Medium Value,5
US-2016-123218,12/20/2016,12/25/2016,Standard Class,KD-16345,Katherine Ducich,Consumer,Chicago,Illinois,60623,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,12,2016,12,2016,1888.964,Medium Value,5
US-2016-123218,12/20/2016,12/25/2016,Standard Class,KD-16345,Katherine Ducich,Consumer,Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,12,2016,12,2016,1888.964,Medium Value,5
CA-2016-127453,12/19/2016,12/20/2016,First Class,JK-15370,Jay Kimmel,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,12,2016,12,2016,2136.458,Medium Value,1
CA-2016-127453,12/19/2016,12/20/2016,First Class,JK-15370,Jay Kimmel,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,12,2016,12,2016,2136.458,Medium Value,1
CA-2016-127453,12/19/2016,12/20/2016,First Class,JK-15370,Jay Kimmel,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,12,2016,12,2016,2136.458,Medium Value,1
US-2018-164056,4/29/2018,5/4/2018,Second Class,FM-14215,Filia McAdams,Corporate,Dublin,Ohio,43017,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,4,2018,5,2018,2456.638,Medium Value,5
CA-2017-106894,2/7/2017,2/7/2017,Same Day,CA-12265,Christina Anderson,Consumer,Springfield,Virginia,22153,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,2,2017,2,2017,2638.3272,Medium Value,0
CA-2017-106894,2/7/2017,2/7/2017,Same Day,CA-12265,Christina Anderson,Consumer,Springfield,Virginia,22153,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,2,2017,2,2017,2638.3272,Medium Value,0
CA-2015-125136,9/28/2015,10/3/2015,Standard Class,KD-16495,Keith Dawkins,Corporate,Fayetteville,North Carolina,28314,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,9,2015,10,2015,8181.256,High Value,5
CA-2015-125136,9/28/2015,10/3/2015,Standard Class,KD-16495,Keith Dawkins,Corporate,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,9,2015,10,2015,8181.256,High Value,5
US-2017-131149,7/10/2017,7/14/2017,Standard Class,LH-17155,Logan Haushalter,Consumer,Dallas,Texas,75081,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,7,2017,7,2017,1739.689,Medium Value,4
US-2017-131149,7/10/2017,7/14/2017,Standard Class,LH-17155,Logan Haushalter,Consumer,Dallas,Texas,75081,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,7,2017,7,2017,1739.689,Medium Value,4
CA-2018-101483,7/29/2018,8/1/2018,Second Class,AG-10675,Anna Gayman,Consumer,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,7,2018,8,2018,3489.0396,Medium Value,3
CA-2018-101483,7/29/2018,8/1/2018,Second Class,AG-10675,Anna Gayman,Consumer,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,7,2018,8,2018,3489.0396,Medium Value,3
CA-2018-101483,7/29/2018,8/1/2018,Second Class,AG-10675,Anna Gayman,Consumer,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,7,2018,8,2018,3489.0396,Medium Value,3
CA-2016-130204,9/3/2016,9/9/2016,Standard Class,DB-13120,David Bremer,Corporate,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,9,2016,9,2016,2973.094,Medium Value,6
CA-2016-130204,9/3/2016,9/9/2016,Standard Class,DB-13120,David Bremer,Corporate,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,9,2016,9,2016,2973.094,Medium Value,6
CA-2016-130204,9/3/2016,9/9/2016,Standard Class,DB-13120,David Bremer,Corporate,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,9,2016,9,2016,2973.094,Medium Value,6
CA-2015-110527,8/9/2015,8/16/2015,Standard Class,ED-13885,Emily Ducich,Home Office,San Diego,California,92037,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,8,2015,8,2015,3484.92,Medium Value,7
CA-2018-152807,10/30/2018,11/3/2018,Standard Class,MC-18100,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,10,2018,11,2018,2218.98,Medium Value,4
CA-2018-152807,10/30/2018,11/3/2018,Standard Class,MC-18100,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,10,2018,11,2018,2218.98,Medium Value,4
CA-2018-152807,10/30/2018,11/3/2018,Standard Class,MC-18100,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.168,10,2018,11,2018,2218.98,Medium Value,4
CA-2018-152807,10/30/2018,11/3/2018,Standard Class,MC-18100,Mick Crebagga,Consumer,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.4,10,2018,11,2018,2218.98,Medium Value,4
CA-2015-133270,6/6/2015,6/9/2015,First Class,BM-11785,Bryan Mills,Consumer,Rochester,New York,14609,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,6,2015,6,2015,1338.842,Medium Value,3
CA-2017-155670,8/13/2017,8/17/2017,Second Class,EM-14065,Erin Mull,Consumer,Jacksonville,North Carolina,28540,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8,2017,8,2017,228.99,Low Value,4
CA-2017-155670,8/13/2017,8/17/2017,Second Class,EM-14065,Erin Mull,Consumer,Jacksonville,North Carolina,28540,South,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,10.272,8,2017,8,2017,228.99,Low Value,4
US-2015-157406,4/25/2015,4/29/2015,Standard Class,DA-13450,Dianna Arnett,Home Office,Houston,Texas,77095,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368,4,2015,4,2015,156.76,Low Value,4
US-2015-157406,4/25/2015,4/29/2015,Standard Class,DA-13450,Dianna Arnett,Home Office,Houston,Texas,77095,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,4,2015,4,2015,156.76,Low Value,4
CA-2016-139094,11/22/2016,11/27/2016,Standard Class,MO-17800,Meg O'Connel,Home Office,San Antonio,Texas,78207,Central,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,206.962,11,2016,11,2016,1687.027,Medium Value,5
CA-2018-168837,10/14/2018,10/17/2018,First Class,JW-15955,Joni Wasserman,Consumer,Oakland,California,94601,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,10,2018,10,2018,1049.238,Medium Value,3
CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,San Francisco,California,94122,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",559.62,12,2018,12,2018,6134.038,High Value,3
CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,San Francisco,California,94122,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,12,2018,12,2018,6134.038,High Value,3
CA-2018-116715,12/2/2018,12/5/2018,First Class,VW-21775,Victoria Wilson,Corporate,San Francisco,California,94122,West,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,8.56,12,2018,12,2018,6134.038,High Value,3
CA-2016-135622,12/8/2016,12/11/2016,Second Class,TT-21460,Tonja Turnell,Home Office,Fort Worth,Texas,76106,Central,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,360.712,12,2016,12,2016,5364.808,High Value,3
CA-2016-135622,12/8/2016,12/11/2016,Second Class,TT-21460,Tonja Turnell,Home Office,Fort Worth,Texas,76106,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,12,2016,12,2016,5364.808,High Value,3
US-2016-107349,7/13/2016,7/15/2016,First Class,SL-20155,Sara Luxemburg,Home Office,Houston,Texas,77095,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,7,2016,7,2016,3046.532,Medium Value,2
CA-2015-139017,5/11/2015,5/17/2015,Standard Class,RM-19375,Raymond Messe,Consumer,Houston,Texas,77095,Central,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,5,2015,5,2015,1453.474,Medium Value,6
CA-2015-141817,1/5/2015,1/12/2015,Standard Class,MB-18085,Mick Brown,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,1,2015,1,2015,1428.231,Medium Value,7
CA-2016-130785,9/5/2016,9/9/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,9,2016,9,2016,4510.797,Medium Value,4
CA-2016-130785,9/5/2016,9/9/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,9,2016,9,2016,4510.797,Medium Value,4
CA-2016-130785,9/5/2016,9/9/2016,Standard Class,AG-10900,Arthur Gainer,Consumer,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,9,2016,9,2016,4510.797,Medium Value,4
CA-2017-110254,8/4/2017,8/8/2017,Standard Class,ML-17755,Max Ludwig,Home Office,Suffolk,Virginia,23434,South,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,8,2017,8,2017,2071.914,Medium Value,4
CA-2017-110254,8/4/2017,8/8/2017,Standard Class,ML-17755,Max Ludwig,Home Office,Suffolk,Virginia,23434,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13,8,2017,8,2017,2071.914,Medium Value,4
CA-2017-110254,8/4/2017,8/8/2017,Standard Class,ML-17755,Max Ludwig,Home Office,Suffolk,Virginia,23434,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,8,2017,8,2017,2071.914,Medium Value,4
CA-2017-110254,8/4/2017,8/8/2017,Standard Class,ML-17755,Max Ludwig,Home Office,Suffolk,Virginia,23434,South,OFF-LA-10002034,Office Supplies,Labels,Avery 478,9.82,8,2017,8,2017,2071.914,Medium Value,4
US-2015-158057,3/22/2015,3/26/2015,Standard Class,CC-12685,Craig Carroll,Consumer,Greensboro,North Carolina,27405,South,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,3,2015,3,2015,2854.115,Medium Value,4
US-2015-158057,3/22/2015,3/26/2015,Standard Class,CC-12685,Craig Carroll,Consumer,Greensboro,North Carolina,27405,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,51.465,3,2015,3,2015,2854.115,Medium Value,4
CA-2018-146024,3/2/2018,3/8/2018,Standard Class,SC-20770,Stewart Carmichael,Corporate,Dallas,Texas,75081,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,6.976,3,2018,3,2018,4492.657,Medium Value,6
CA-2018-146024,3/2/2018,3/8/2018,Standard Class,SC-20770,Stewart Carmichael,Corporate,Dallas,Texas,75081,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,3,2018,3,2018,4492.657,Medium Value,6
CA-2017-129686,11/27/2017,11/29/2017,Second Class,GG-14650,Greg Guthrie,Corporate,Chicago,Illinois,60623,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,11,2017,11,2017,2224,Medium Value,2
CA-2017-129686,11/27/2017,11/29/2017,Second Class,GG-14650,Greg Guthrie,Corporate,Chicago,Illinois,60623,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,62.4,11,2017,11,2017,2224,Medium Value,2
CA-2015-118976,4/28/2015,5/3/2015,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,4,2015,5,2015,3601.88,Medium Value,5
CA-2015-118976,4/28/2015,5/3/2015,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,497.61,4,2015,5,2015,3601.88,Medium Value,5
CA-2015-118976,4/28/2015,5/3/2015,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,5.34,4,2015,5,2015,3601.88,Medium Value,5
CA-2015-118976,4/28/2015,5/3/2015,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,4,2015,5,2015,3601.88,Medium Value,5
CA-2016-105347,11/24/2016,11/28/2016,Standard Class,DP-13000,Darren Powers,Consumer,Los Angeles,California,90004,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,368.91,11,2016,11,2016,897.524,Low Value,4
CA-2016-105347,11/24/2016,11/28/2016,Standard Class,DP-13000,Darren Powers,Consumer,Los Angeles,California,90004,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,11,2016,11,2016,897.524,Low Value,4
CA-2017-124667,11/11/2017,11/16/2017,Standard Class,BD-11770,Bryan Davis,Consumer,New York City,New York,10011,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,11,2017,11,2017,658.466,Low Value,5
CA-2017-124667,11/11/2017,11/16/2017,Standard Class,BD-11770,Bryan Davis,Consumer,New York City,New York,10011,East,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,83.36,11,2017,11,2017,658.466,Low Value,5
CA-2016-111094,7/9/2016,7/13/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,7,2016,7,2016,4246.4555,Medium Value,4
CA-2016-111094,7/9/2016,7/13/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,Franklin,Massachusetts,2038,East,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,7,2016,7,2016,4246.4555,Medium Value,4
CA-2018-166317,9/22/2018,9/26/2018,Standard Class,JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.84,9,2018,9,2018,7754.976,High Value,4
CA-2018-166317,9/22/2018,9/26/2018,Standard Class,JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,53209,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,9,2018,9,2018,7754.976,High Value,4
CA-2018-166317,9/22/2018,9/26/2018,Standard Class,JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,53209,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,33.04,9,2018,9,2018,7754.976,High Value,4
CA-2018-166317,9/22/2018,9/26/2018,Standard Class,JE-15610,Jim Epp,Corporate,Milwaukee,Wisconsin,53209,Central,TEC-PH-10001615,Technology,Phones,AT&T CL82213,86.97,9,2018,9,2018,7754.976,High Value,4
CA-2016-154326,2/15/2016,2/19/2016,Standard Class,RP-19855,Roy Phan,Corporate,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,2,2016,2,2016,2055.356,Medium Value,4
CA-2016-154326,2/15/2016,2/19/2016,Standard Class,RP-19855,Roy Phan,Corporate,Kenosha,Wisconsin,53142,Central,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,2016,2,2016,2055.356,Medium Value,4
